"date","co"
2022-05-23 01:59:00,NA
2022-05-23 02:00:00,108.791798950793
2022-05-23 02:01:00,108.955388170961
2022-05-23 02:02:00,108.377114393931
2022-05-23 02:03:00,108.699701023218
2022-05-23 02:04:00,108.842294509311
2022-05-23 02:05:00,109.034702119013
2022-05-23 02:06:00,109.837878258181
2022-05-23 02:07:00,109.458442467285
2022-05-23 02:08:00,109.361829533818
2022-05-23 02:09:00,109.32341491857
2022-05-23 02:10:00,108.986741854559
2022-05-23 02:11:00,109.504301181784
2022-05-23 02:12:00,109.032275159191
2022-05-23 02:13:00,109.116431561309
2022-05-23 02:14:00,109.875772374047
2022-05-23 02:15:00,109.206476198688
2022-05-23 02:16:00,110.059006926172
2022-05-23 02:17:00,109.83399257058
2022-05-23 02:18:00,109.409074364139
2022-05-23 02:19:00,109.498861669739
2022-05-23 02:20:00,109.113192798719
2022-05-23 02:21:00,109.153006830854
2022-05-23 02:22:00,109.725937498102
2022-05-23 02:23:00,109.626759294413
2022-05-23 02:24:00,109.835147819314
2022-05-23 02:25:00,109.315508076872
2022-05-23 02:26:00,109.71929280078
2022-05-23 02:27:00,110.000537257319
2022-05-23 02:28:00,109.036650503773
2022-05-23 02:29:00,109.158087898601
2022-05-23 02:30:00,109.364994073512
2022-05-23 02:31:00,109.476238005325
2022-05-23 02:32:00,109.240534096369
2022-05-23 02:33:00,109.127626002891
2022-05-23 02:34:00,109.994121674485
2022-05-23 02:35:00,109.415060839297
2022-05-23 02:36:00,109.955826797693
2022-05-23 02:37:00,109.245568042649
2022-05-23 02:38:00,109.60275353891
2022-05-23 02:39:00,109.146695889023
2022-05-23 02:40:00,109.434900057748
2022-05-23 02:41:00,110.306316509462
2022-05-23 02:42:00,109.157845290944
2022-05-23 02:43:00,109.25239392069
2022-05-23 02:44:00,110.13830501654
2022-05-23 02:45:00,109.315487127036
2022-05-23 02:46:00,108.875209258374
2022-05-23 02:47:00,110.156755195269
2022-05-23 02:48:00,109.672102477337
2022-05-23 02:49:00,109.424177488028
2022-05-23 02:50:00,109.164354130082
2022-05-23 02:51:00,109.036524984217
2022-05-23 02:52:00,109.63525294522
2022-05-23 02:53:00,110.300398418135
2022-05-23 02:54:00,108.89384251183
2022-05-23 02:55:00,109.235298864707
2022-05-23 02:56:00,109.388777561726
2022-05-23 02:57:00,109.221491119102
2022-05-23 02:58:00,109.03943171602
2022-05-23 02:59:00,108.962196475734
2022-05-23 03:00:00,108.034330212503
2022-05-23 03:01:00,108.105129140602
2022-05-23 03:02:00,107.920766873092
2022-05-23 03:03:00,108.073432311176
2022-05-23 03:04:00,107.927397954833
2022-05-23 03:05:00,108.768500771815
2022-05-23 03:06:00,107.740092134178
2022-05-23 03:07:00,108.530823166137
2022-05-23 03:08:00,107.724810036037
2022-05-23 03:09:00,108.268740095147
2022-05-23 03:10:00,107.636667234762
2022-05-23 03:11:00,107.117931303508
2022-05-23 03:12:00,108.300051621273
2022-05-23 03:13:00,107.878375413401
2022-05-23 03:14:00,108.389692162278
2022-05-23 03:15:00,107.667667839847
2022-05-23 03:16:00,107.895625852715
2022-05-23 03:17:00,107.138448735808
2022-05-23 03:18:00,107.680067757217
2022-05-23 03:19:00,107.862205079796
2022-05-23 03:20:00,108.090901935997
2022-05-23 03:21:00,108.22904158344
2022-05-23 03:22:00,107.396136809655
2022-05-23 03:23:00,107.169495908774
2022-05-23 03:24:00,106.833149360186
2022-05-23 03:25:00,107.192382821425
2022-05-23 03:26:00,107.385187314435
2022-05-23 03:27:00,106.603404209928
2022-05-23 03:28:00,107.571184651997
2022-05-23 03:29:00,106.210256937483
2022-05-23 03:30:00,106.894231458226
2022-05-23 03:31:00,106.765462664214
2022-05-23 03:32:00,106.298801131352
2022-05-23 03:33:00,106.648140672698
2022-05-23 03:34:00,106.409156151405
2022-05-23 03:35:00,106.559833064668
2022-05-23 03:36:00,106.935462301804
2022-05-23 03:37:00,106.156747009872
2022-05-23 03:38:00,106.686299898308
2022-05-23 03:39:00,106.872315719632
2022-05-23 03:40:00,106.050461926908
2022-05-23 03:41:00,105.95052519746
2022-05-23 03:42:00,105.751318946199
2022-05-23 03:43:00,106.466991548889
2022-05-23 03:44:00,105.109471507955
2022-05-23 03:45:00,106.116461113962
2022-05-23 03:46:00,105.792314072543
2022-05-23 03:47:00,105.104309810725
2022-05-23 03:48:00,104.816816765916
2022-05-23 03:49:00,104.86722830243
2022-05-23 03:50:00,105.191714910796
2022-05-23 03:51:00,104.851121677005
2022-05-23 03:52:00,105.131332416197
2022-05-23 03:53:00,104.128894118956
2022-05-23 03:54:00,104.153429753471
2022-05-23 03:55:00,104.398833343493
2022-05-23 03:56:00,104.255621805744
2022-05-23 03:57:00,104.412100597689
2022-05-23 03:58:00,103.710445144416
2022-05-23 03:59:00,103.651765600925
2022-05-23 04:00:00,104.262619995951
2022-05-23 04:01:00,103.485724491822
2022-05-23 04:02:00,103.310688850071
2022-05-23 04:03:00,103.450394480608
2022-05-23 04:04:00,103.551909714219
2022-05-23 04:05:00,103.520937163352
2022-05-23 04:06:00,102.828496959862
2022-05-23 04:07:00,103.175832263382
2022-05-23 04:08:00,102.969977703365
2022-05-23 04:09:00,102.360508017063
2022-05-23 04:10:00,102.829128002254
2022-05-23 04:11:00,102.368569110595
2022-05-23 04:12:00,102.010178411949
2022-05-23 04:13:00,102.319068805508
2022-05-23 04:14:00,103.380637467802
2022-05-23 04:15:00,102.697666752527
2022-05-23 04:16:00,101.424452506776
2022-05-23 04:17:00,102.717215497671
2022-05-23 04:18:00,101.877196252192
2022-05-23 04:19:00,102.373454012482
2022-05-23 04:20:00,102.638370500579
2022-05-23 04:21:00,101.29403998135
2022-05-23 04:22:00,101.967388906203
2022-05-23 04:23:00,101.478138545786
2022-05-23 04:24:00,100.680843604904
2022-05-23 04:25:00,102.064450619536
2022-05-23 04:26:00,101.316233152082
2022-05-23 04:27:00,101.304766824427
2022-05-23 04:28:00,101.40103732911
2022-05-23 04:29:00,101.484977370956
2022-05-23 04:30:00,101.060664913646
2022-05-23 04:31:00,101.820007141775
2022-05-23 04:32:00,101.373363660205
2022-05-23 04:33:00,101.08158918861
2022-05-23 04:34:00,101.50913884201
2022-05-23 04:35:00,101.589584281783
2022-05-23 04:36:00,101.743666562715
2022-05-23 04:37:00,100.76893629307
2022-05-23 04:38:00,100.945375987476
2022-05-23 04:39:00,100.99160672487
2022-05-23 04:40:00,101.130134871891
2022-05-23 04:41:00,101.58733462732
2022-05-23 04:42:00,100.622152563931
2022-05-23 04:43:00,101.000295275565
2022-05-23 04:44:00,100.020359265943
2022-05-23 04:45:00,100.746924042517
2022-05-23 04:46:00,100.970847248346
2022-05-23 04:47:00,99.7591571206669
2022-05-23 04:48:00,101.034221671308
2022-05-23 04:49:00,101.035091196311
2022-05-23 04:50:00,100.84135492562
2022-05-23 04:51:00,99.8733230282811
2022-05-23 04:52:00,100.625931176937
2022-05-23 04:53:00,99.087379537911
2022-05-23 04:54:00,100.388852350285
2022-05-23 04:55:00,100.422360463177
2022-05-23 04:56:00,100.037616806045
2022-05-23 04:57:00,101.151946436229
2022-05-23 04:58:00,100.431716674154
2022-05-23 04:59:00,100.188556440407
2022-05-23 05:00:00,100.078139741013
2022-05-23 05:01:00,100.641956473511
2022-05-23 05:02:00,100.880999056837
2022-05-23 05:03:00,99.2509042123404
2022-05-23 05:04:00,100.282442494634
2022-05-23 05:05:00,101.018290355827
2022-05-23 05:06:00,100.592622824194
2022-05-23 05:07:00,99.8371925416584
2022-05-23 05:08:00,100.592405545659
2022-05-23 05:09:00,100.272508773662
2022-05-23 05:10:00,100.339414828701
2022-05-23 05:11:00,100.535107491274
2022-05-23 05:12:00,100.370614138541
2022-05-23 05:13:00,100.288201995695
2022-05-23 05:14:00,100.894661067228
2022-05-23 05:15:00,100.374683380305
2022-05-23 05:16:00,99.8773104126478
2022-05-23 05:17:00,100.325645832985
2022-05-23 05:18:00,100.715501303223
2022-05-23 05:19:00,100.4227131435
2022-05-23 05:20:00,100.048531344763
2022-05-23 05:21:00,100.401809788752
2022-05-23 05:22:00,100.211838287347
2022-05-23 05:23:00,101.090873557631
2022-05-23 05:24:00,100.940913158424
2022-05-23 05:25:00,99.8076347496992
2022-05-23 05:26:00,100.463166583036
2022-05-23 05:27:00,100.320914434969
2022-05-23 05:28:00,100.917218427766
2022-05-23 05:29:00,100.367330524748
2022-05-23 05:30:00,100.445829631337
2022-05-23 05:31:00,99.8069847027801
2022-05-23 05:32:00,100.289060194679
2022-05-23 05:33:00,100.654480981289
2022-05-23 05:34:00,100.513914086153
2022-05-23 05:35:00,99.3039212264692
2022-05-23 05:36:00,99.9514676343895
2022-05-23 05:37:00,100.198129329521
2022-05-23 05:38:00,100.820840250016
2022-05-23 05:39:00,100.247932252506
2022-05-23 05:40:00,100.49675317051
2022-05-23 05:41:00,100.592021446884
2022-05-23 05:42:00,101.572748952908
2022-05-23 05:43:00,100.237067863661
2022-05-23 05:44:00,99.7730496238943
2022-05-23 05:45:00,99.9043178360268
2022-05-23 05:46:00,101.229032513077
2022-05-23 05:47:00,100.416211630777
2022-05-23 05:48:00,100.913455056966
2022-05-23 05:49:00,100.368621732466
2022-05-23 05:50:00,101.099318285734
2022-05-23 05:51:00,100.326824507939
2022-05-23 05:52:00,100.955901581139
2022-05-23 05:53:00,100.379608701927
2022-05-23 05:54:00,101.004155620021
2022-05-23 05:55:00,101.349235411868
2022-05-23 05:56:00,100.848932440716
2022-05-23 05:57:00,100.792996828168
2022-05-23 05:58:00,100.521583257311
2022-05-23 05:59:00,101.359419348781
2022-05-23 06:00:00,100.712948099885
2022-05-23 06:01:00,101.41526550999
2022-05-23 06:02:00,101.468692810091
2022-05-23 06:03:00,101.288754696896
2022-05-23 06:04:00,101.069356047715
2022-05-23 06:05:00,100.895045548973
2022-05-23 06:06:00,101.233129331668
2022-05-23 06:07:00,100.284822827489
2022-05-23 06:08:00,101.48471478026
2022-05-23 06:09:00,101.645214745822
2022-05-23 06:10:00,100.271879628095
2022-05-23 06:11:00,100.944587822471
2022-05-23 06:12:00,101.244222332119
2022-05-23 06:13:00,100.832999243318
2022-05-23 06:14:00,100.999914754829
2022-05-23 06:15:00,101.057296005074
2022-05-23 06:16:00,100.854081081786
2022-05-23 06:17:00,101.189118881349
2022-05-23 06:18:00,101.531720182461
2022-05-23 06:19:00,100.771077046575
2022-05-23 06:20:00,100.35347671386
2022-05-23 06:21:00,100.319867470816
2022-05-23 06:22:00,100.669655301499
2022-05-23 06:23:00,101.15012810483
2022-05-23 06:24:00,100.919899115045
2022-05-23 06:25:00,100.959050325587
2022-05-23 06:26:00,101.365827404068
2022-05-23 06:27:00,100.506745953098
2022-05-23 06:28:00,101.020533779139
2022-05-23 06:29:00,100.609718052049
2022-05-23 06:30:00,100.925485799701
2022-05-23 06:31:00,100.848428289266
2022-05-23 06:32:00,100.726504788601
2022-05-23 06:33:00,101.125756019438
2022-05-23 06:34:00,100.160488520878
2022-05-23 06:35:00,100.432142630032
2022-05-23 06:36:00,100.472907085986
2022-05-23 06:37:00,100.210661984187
2022-05-23 06:38:00,99.8081012695315
2022-05-23 06:39:00,100.269953772127
2022-05-23 06:40:00,100.843013497153
2022-05-23 06:41:00,100.594620150069
2022-05-23 06:42:00,101.075183746691
2022-05-23 06:43:00,100.934899013014
2022-05-23 06:44:00,100.296826487838
2022-05-23 06:45:00,99.809347366944
2022-05-23 06:46:00,100.644094310156
2022-05-23 06:47:00,100.545268005563
2022-05-23 06:48:00,101.002426477039
2022-05-23 06:49:00,100.221485967486
2022-05-23 06:50:00,99.4072095391918
2022-05-23 06:51:00,99.8372955921586
2022-05-23 06:52:00,100.133941123987
2022-05-23 06:53:00,100.475951095301
2022-05-23 06:54:00,101.185621853704
2022-05-23 06:55:00,100.384338704468
2022-05-23 06:56:00,100.090958636584
2022-05-23 06:57:00,100.009284399858
2022-05-23 06:58:00,99.8493775346182
2022-05-23 06:59:00,100.222487056032
2022-05-23 07:00:00,99.9224386990149
2022-05-23 07:01:00,100.300493415721
2022-05-23 07:02:00,100.248584357734
2022-05-23 07:03:00,100.522613038512
2022-05-23 07:04:00,99.9527001235589
2022-05-23 07:05:00,100.201308038573
2022-05-23 07:06:00,100.402508217543
2022-05-23 07:07:00,100.164146083302
2022-05-23 07:08:00,99.8652194264289
2022-05-23 07:09:00,99.9792404756365
2022-05-23 07:10:00,101.025688957323
2022-05-23 07:11:00,99.5573762468107
2022-05-23 07:12:00,99.5197352839633
2022-05-23 07:13:00,99.7131249871183
2022-05-23 07:14:00,101.00192449451
2022-05-23 07:15:00,100.443702347802
2022-05-23 07:16:00,100.786259872586
2022-05-23 07:17:00,100.844268365804
2022-05-23 07:18:00,99.4472414733535
2022-05-23 07:19:00,99.792026662737
2022-05-23 07:20:00,100.179081735471
2022-05-23 07:21:00,99.8619639436918
2022-05-23 07:22:00,100.386381287245
2022-05-23 07:23:00,100.491966894693
2022-05-23 07:24:00,100.528184464471
2022-05-23 07:25:00,100.722585389797
2022-05-23 07:26:00,100.805537390439
2022-05-23 07:27:00,99.6839609932986
2022-05-23 07:28:00,99.4245478813974
2022-05-23 07:29:00,100.008872265384
2022-05-23 07:30:00,99.7821958948222
2022-05-23 07:31:00,100.435140639304
2022-05-23 07:32:00,99.5764678213049
2022-05-23 07:33:00,100.722766836694
2022-05-23 07:34:00,100.127407341164
2022-05-23 07:35:00,99.9953932368132
2022-05-23 07:36:00,100.448333215968
2022-05-23 07:37:00,100.254051067014
2022-05-23 07:38:00,100.170328580685
2022-05-23 07:39:00,100.308133754148
2022-05-23 07:40:00,100.232031817753
2022-05-23 07:41:00,100.200016830302
2022-05-23 07:42:00,100.443689512541
2022-05-23 07:43:00,99.5675672877365
2022-05-23 07:44:00,100.258301729486
2022-05-23 07:45:00,101.15649480581
2022-05-23 07:46:00,99.8759628590799
2022-05-23 07:47:00,100.537459299699
2022-05-23 07:48:00,99.7087020969214
2022-05-23 07:49:00,99.964464067922
2022-05-23 07:50:00,100.359640710627
2022-05-23 07:51:00,100.521032445126
2022-05-23 07:52:00,100.700399838631
2022-05-23 07:53:00,99.7352214505837
2022-05-23 07:54:00,100.395078466904
2022-05-23 07:55:00,99.5630181142344
2022-05-23 07:56:00,100.190180490492
2022-05-23 07:57:00,100.282945450787
2022-05-23 07:58:00,100.393343272826
2022-05-23 07:59:00,101.002687433494
2022-05-23 08:00:00,99.9458137464467
2022-05-23 08:01:00,100.801103062736
2022-05-23 08:02:00,100.192946635185
2022-05-23 08:03:00,100.234697469106
2022-05-23 08:04:00,100.822851749865
2022-05-23 08:05:00,100.243488878288
2022-05-23 08:06:00,100.14913925301
2022-05-23 08:07:00,100.29406908527
2022-05-23 08:08:00,99.127332894266
2022-05-23 08:09:00,100.469374680511
2022-05-23 08:10:00,100.33779151078
2022-05-23 08:11:00,100.236292309298
2022-05-23 08:12:00,100.438563124279
2022-05-23 08:13:00,99.8831660353142
2022-05-23 08:14:00,99.9533953753512
2022-05-23 08:15:00,99.8149239132768
2022-05-23 08:16:00,99.8978856228733
2022-05-23 08:17:00,100.115219994514
2022-05-23 08:18:00,99.9024792876152
2022-05-23 08:19:00,100.793964969994
2022-05-23 08:20:00,100.156367822683
2022-05-23 08:21:00,100.091175255024
2022-05-23 08:22:00,100.426896990735
2022-05-23 08:23:00,101.190170630884
2022-05-23 08:24:00,100.275627965246
2022-05-23 08:25:00,99.9960873573162
2022-05-23 08:26:00,100.19658910973
2022-05-23 08:27:00,100.734435290069
2022-05-23 08:28:00,100.930097342082
2022-05-23 08:29:00,100.341167337025
2022-05-23 08:30:00,100.008957009891
2022-05-23 08:31:00,100.253022761553
2022-05-23 08:32:00,100.634529519786
2022-05-23 08:33:00,100.575298342617
2022-05-23 08:34:00,99.8854803918602
2022-05-23 08:35:00,100.14637474246
2022-05-23 08:36:00,99.9841861876609
2022-05-23 08:37:00,99.7935655519457
2022-05-23 08:38:00,100.207356543787
2022-05-23 08:39:00,99.6901765025396
2022-05-23 08:40:00,100.405825836316
2022-05-23 08:41:00,100.331147318529
2022-05-23 08:42:00,100.234214872321
2022-05-23 08:43:00,100.611885198535
2022-05-23 08:44:00,103.411345193402
2022-05-23 08:45:00,102.707669627638
2022-05-23 08:46:00,102.709030454818
2022-05-23 08:47:00,102.852109500365
2022-05-23 08:48:00,103.151027802074
2022-05-23 08:49:00,102.672349590165
2022-05-23 08:50:00,100.728124247285
2022-05-23 08:51:00,99.4148974560065
2022-05-23 08:52:00,99.7648318858667
2022-05-23 08:53:00,99.087905680889
2022-05-23 08:54:00,99.3847403826875
2022-05-23 08:55:00,100.225009790155
2022-05-23 08:56:00,99.7901706831467
2022-05-23 08:57:00,NA
2022-05-23 08:58:00,NA
2022-05-23 08:59:00,NA
2022-05-23 09:00:00,99.361913978467
2022-05-23 09:01:00,100.581523694545
2022-05-23 09:02:00,99.6405220624192
2022-05-23 09:03:00,100.019614930834
2022-05-23 09:04:00,99.6575012985487
2022-05-23 09:05:00,99.0513580438571
2022-05-23 09:06:00,99.0793002392895
2022-05-23 09:07:00,100.204955412983
2022-05-23 09:08:00,99.6881841866024
2022-05-23 09:09:00,99.5302988614952
2022-05-23 09:10:00,99.6674157332904
2022-05-23 09:11:00,99.4481828755084
2022-05-23 09:12:00,99.3850020501214
2022-05-23 09:13:00,98.9621750746501
2022-05-23 09:14:00,99.0850020393052
2022-05-23 09:15:00,98.8068559080881
2022-05-23 09:16:00,98.8354391777499
2022-05-23 09:17:00,100.052141114741
2022-05-23 09:18:00,101.055747370064
2022-05-23 09:19:00,100.482335959238
2022-05-23 09:20:00,100.016968555707
2022-05-23 09:21:00,101.082312256464
2022-05-23 09:22:00,100.948438031212
2022-05-23 09:23:00,101.804757502781
2022-05-23 09:24:00,100.584347742813
2022-05-23 09:25:00,100.476517372168
2022-05-23 09:26:00,101.453112371942
2022-05-23 09:27:00,101.560859441086
2022-05-23 09:28:00,100.304655184209
2022-05-23 09:29:00,101.375052484991
2022-05-23 09:30:00,101.381814846468
2022-05-23 09:31:00,100.660259687709
2022-05-23 09:32:00,101.401357297682
2022-05-23 09:33:00,101.946055350418
2022-05-23 09:34:00,101.447589764056
2022-05-23 09:35:00,100.691124747714
2022-05-23 09:36:00,101.430223590427
2022-05-23 09:37:00,101.431461467658
2022-05-23 09:38:00,101.067124923306
2022-05-23 09:39:00,100.7718534931
2022-05-23 09:40:00,100.831778763102
2022-05-23 09:41:00,101.768272518747
2022-05-23 09:42:00,101.143451948639
2022-05-23 09:43:00,100.774905055829
2022-05-23 09:44:00,100.84392396915
2022-05-23 09:45:00,101.388122384316
2022-05-23 09:46:00,100.773947429185
2022-05-23 09:47:00,103.535802220916
2022-05-23 09:48:00,104.730313793069
2022-05-23 09:49:00,105.062200417086
2022-05-23 09:50:00,104.040672706716
2022-05-23 09:51:00,104.59639575086
2022-05-23 09:52:00,105.207840190047
2022-05-23 09:53:00,104.846425935704
2022-05-23 09:54:00,105.51762928997
2022-05-23 09:55:00,104.396979859482
2022-05-23 09:56:00,101.170254916847
2022-05-23 09:57:00,101.673677259305
2022-05-23 09:58:00,101.429340746076
2022-05-23 09:59:00,101.435328887213
2022-05-23 10:00:00,101.603626462111
2022-05-23 10:01:00,102.342097058604
2022-05-23 10:02:00,101.352688206993
2022-05-23 10:03:00,102.261259657951
2022-05-23 10:04:00,105.584006359567
2022-05-23 10:05:00,105.26475636192
2022-05-23 10:06:00,104.853465486302
2022-05-23 10:07:00,104.623180741448
2022-05-23 10:08:00,103.654943721892
2022-05-23 10:09:00,104.517801107523
2022-05-23 10:10:00,104.95022416864
2022-05-23 10:11:00,105.467242151978
2022-05-23 10:12:00,104.954843699765
2022-05-23 10:13:00,104.997618163014
2022-05-23 10:14:00,106.125822024511
2022-05-23 10:15:00,105.111993881847
2022-05-23 10:16:00,105.563181023157
2022-05-23 10:17:00,105.059037079794
2022-05-23 10:18:00,105.859273695109
2022-05-23 10:19:00,105.02249102809
2022-05-23 10:20:00,106.057220659604
2022-05-23 10:21:00,104.162583940261
2022-05-23 10:22:00,104.166229415421
2022-05-23 10:23:00,105.944602630588
2022-05-23 10:24:00,105.983357437197
2022-05-23 10:25:00,105.87518329531
2022-05-23 10:26:00,106.34308651877
2022-05-23 10:27:00,104.181011068633
2022-05-23 10:28:00,103.451719178032
2022-05-23 10:29:00,102.788067778563
2022-05-23 10:30:00,103.608294056124
2022-05-23 10:31:00,103.019627825863
2022-05-23 10:32:00,103.193300761908
2022-05-23 10:33:00,103.192824259238
2022-05-23 10:34:00,103.156613160644
2022-05-23 10:35:00,103.03561510948
2022-05-23 10:36:00,102.915223251306
2022-05-23 10:37:00,102.214982566435
2022-05-23 10:38:00,102.298531355202
2022-05-23 10:39:00,102.453804773227
2022-05-23 10:40:00,102.796895686521
2022-05-23 10:41:00,102.822917914429
2022-05-23 10:42:00,102.370988376864
2022-05-23 10:43:00,103.38987263735
2022-05-23 10:44:00,102.848852558465
2022-05-23 10:45:00,103.059947136861
2022-05-23 10:46:00,103.607842271512
2022-05-23 10:47:00,103.037091512197
2022-05-23 10:48:00,104.135267729297
2022-05-23 10:49:00,103.349326675871
2022-05-23 10:50:00,103.971356507583
2022-05-23 10:51:00,103.849425729126
2022-05-23 10:52:00,103.509003520575
2022-05-23 10:53:00,104.558076280118
2022-05-23 10:54:00,103.524431050308
2022-05-23 10:55:00,103.890080046786
2022-05-23 10:56:00,104.776914559314
2022-05-23 10:57:00,103.991097427328
2022-05-23 10:58:00,104.798923281862
2022-05-23 10:59:00,103.123267664524
2022-05-23 11:00:00,104.324252643684
2022-05-23 11:01:00,103.843688400548
2022-05-23 11:02:00,103.64115269257
2022-05-23 11:03:00,104.789257408263
2022-05-23 11:04:00,104.499314774363
2022-05-23 11:05:00,104.324439101578
2022-05-23 11:06:00,104.170810397329
2022-05-23 11:07:00,104.028881772101
2022-05-23 11:08:00,104.258149722329
2022-05-23 11:09:00,104.860516790215
2022-05-23 11:10:00,104.363029168996
2022-05-23 11:11:00,104.468384212052
2022-05-23 11:12:00,104.809192789317
2022-05-23 11:13:00,103.639766632173
2022-05-23 11:14:00,104.289912158621
2022-05-23 11:15:00,104.300661077901
2022-05-23 11:16:00,104.447981936404
2022-05-23 11:17:00,104.825174576301
2022-05-23 11:18:00,104.613113038991
2022-05-23 11:19:00,105.078150311617
2022-05-23 11:20:00,104.349704707414
2022-05-23 11:21:00,104.479244018565
2022-05-23 11:22:00,105.558881697035
2022-05-23 11:23:00,104.666365867804
2022-05-23 11:24:00,104.951177818768
2022-05-23 11:25:00,104.933675147466
2022-05-23 11:26:00,104.373352938265
2022-05-23 11:27:00,104.296777226467
2022-05-23 11:28:00,105.47004099842
2022-05-23 11:29:00,104.617636865931
2022-05-23 11:30:00,104.492009692209
2022-05-23 11:31:00,105.126934946048
2022-05-23 11:32:00,105.208465217056
2022-05-23 11:33:00,105.285330371813
2022-05-23 11:34:00,104.86566802667
2022-05-23 11:35:00,105.168610459516
2022-05-23 11:36:00,106.061443981619
